person,movie,rating
80,tt2140479,3
91,tt2140479,3
2,tt1860357,1
6,tt1860357,5
16,tt1860357,3
18,tt1860357,1
26,tt1860357,3
31,tt1860357,5
34,tt1860357,3
72,tt1860357,3
87,tt1860357,4
89,tt1860357,3
18,tt4465564,3
19,tt4465564,2
30,tt4465564,4
64,tt4465564,4
69,tt4465564,2
8,tt1753383,4
13,tt1753383,3
14,tt1753383,5
29,tt1753383,5
31,tt1753383,3
47,tt1753383,2
64,tt1753383,2
79,tt1753383,2
82,tt1753383,4
87,tt1753383,3
93,tt1753383,2
97,tt1753383,3
4,tt1386697,4
6,tt1386697,3
9,tt1386697,2
18,tt1386697,2
30,tt1386697,2
37,tt1386697,3
40,tt1386697,1
41,tt1386697,5
52,tt1386697,5
61,tt1386697,2
62,tt1386697,2
65,tt1386697,4
69,tt1386697,2
72,tt1386697,3
98,tt1386697,2
8,tt4030600,3
11,tt4030600,4
12,tt4030600,2
16,tt4030600,4
19,tt4030600,1
22,tt4030600,5
23,tt4030600,1
38,tt4030600,4
39,tt4030600,3
59,tt4030600,5
60,tt4030600,5
81,tt4030600,1
82,tt4030600,4
99,tt4030600,3
3,tt2404435,1
11,tt2404435,3
13,tt2404435,2
19,tt2404435,3
29,tt2404435,3
32,tt2404435,3
36,tt2404435,3
37,tt2404435,1
46,tt2404435,3
86,tt2404435,3
96,tt2404435,4
99,tt2404435,2
6,tt4034228,4
10,tt4034228,4
12,tt4034228,4
17,tt4034228,2
19,tt4034228,4
27,tt4034228,2
30,tt4034228,4
31,tt4034228,3
48,tt4034228,5
61,tt4034228,1
62,tt4034228,4
92,tt4034228,3
93,tt4034228,4
74,tt3521164,4
89,tt3521164,5
5,tt4550098,4
6,tt4550098,5
12,tt4550098,3
21,tt4550098,4
51,tt4550098,1
53,tt4550098,4
61,tt4550098,3
65,tt4550098,2
68,tt4550098,4
70,tt4550098,3
75,tt4550098,5
81,tt4550098,5
88,tt4550098,5
98,tt4550098,2
11,tt4276820,2
14,tt4276820,2
20,tt4276820,2
28,tt4276820,5
40,tt4276820,5
45,tt4276820,4
54,tt4276820,2
55,tt4276820,3
60,tt4276820,4
71,tt4276820,2
86,tt4276820,5
90,tt4276820,4
92,tt4276820,4
98,tt4276820,2
5,tt3416532,5
9,tt3416532,2
57,tt3416532,5
63,tt3416532,3
66,tt3416532,3
83,tt3416532,4
7,tt3741834,2
19,tt3741834,5
34,tt3741834,5
43,tt3741834,2
45,tt3741834,5
67,tt3741834,2
69,tt3741834,2
75,tt3741834,4
78,tt3741834,4
79,tt3741834,5
97,tt3741834,5
12,tt1396484,1
13,tt1396484,4
14,tt1396484,1
18,tt1396484,2
19,tt1396484,3
20,tt1396484,3
22,tt1396484,2
27,tt1396484,5
41,tt1396484,2
46,tt1396484,3
48,tt1396484,5
57,tt1396484,3
71,tt1396484,5
82,tt1396484,4
1,tt3393786,4
3,tt3393786,2
5,tt3393786,4
29,tt3393786,2
47,tt3393786,2
64,tt3393786,5
65,tt3393786,2
90,tt3393786,5
91,tt3393786,3
96,tt3393786,3
7,tt2316204,4
19,tt2316204,5
23,tt2316204,4
41,tt2316204,1
43,tt2316204,4
64,tt2316204,3
73,tt2316204,2
74,tt2316204,1
82,tt2316204,4
99,tt2316204,4
2,tt1679335,1
8,tt1679335,5
13,tt1679335,3
40,tt1679335,2
48,tt1679335,4
61,tt1679335,2
65,tt1679335,3
76,tt1679335,2
84,tt1679335,4
8,tt2034800,5
14,tt2034800,4
25,tt2034800,2
28,tt2034800,2
39,tt2034800,2
41,tt2034800,2
46,tt2034800,2
54,tt2034800,1
82,tt2034800,2
92,tt2034800,1
93,tt2034800,4
1,tt5493706,1
24,tt5493706,5
53,tt5493706,5
85,tt5493706,3
88,tt5493706,1
90,tt5493706,1
41,tt3095734,1
51,tt3095734,5
55,tt3095734,2
58,tt3095734,5
61,tt3095734,3
68,tt3095734,3
85,tt3095734,3
94,tt3095734,5
95,tt3095734,1
98,tt3095734,3
6,tt1935859,4
20,tt1935859,3
28,tt1935859,5
30,tt1935859,3
32,tt1935859,2
37,tt1935859,5
40,tt1935859,1
45,tt1935859,3
60,tt1935859,4
65,tt1935859,4
83,tt1935859,3
91,tt1935859,1
98,tt1935859,4
16,tt2671706,4
26,tt2671706,1
29,tt2671706,2
34,tt2671706,3
39,tt2671706,5
41,tt2671706,4
68,tt2671706,3
69,tt2671706,1
74,tt2671706,5
83,tt2671706,2
86,tt2671706,3
99,tt2671706,2
1,tt0493405,4
3,tt0493405,2
10,tt0493405,5
35,tt0493405,4
47,tt0493405,5
56,tt0493405,2
75,tt0493405,3
88,tt0493405,5
93,tt0493405,3
94,tt0493405,2
2,tt4547056,2
3,tt4547056,4
12,tt4547056,4
13,tt4547056,3
36,tt4547056,3
53,tt4547056,3
61,tt4547056,5
74,tt4547056,5
78,tt4547056,4
92,tt4547056,5
3,tt2709768,5
7,tt2709768,5
54,tt2709768,4
82,tt2709768,4
89,tt2709768,4
90,tt2709768,3
91,tt2709768,2
93,tt2709768,4
96,tt2709768,3
98,tt2709768,5
5,tt5577742,5
8,tt5577742,3
18,tt5577742,2
67,tt5577742,1
75,tt5577742,4
99,tt5577742,3
4,tt4501244,5
21,tt4501244,4
31,tt4501244,5
32,tt4501244,2
42,tt4501244,3
52,tt4501244,4
53,tt4501244,2
72,tt4501244,4
78,tt4501244,4
81,tt4501244,3
86,tt4501244,3
87,tt4501244,4
98,tt4501244,2
9,tt2126235,4
14,tt2126235,3
19,tt2126235,3
29,tt2126235,5
32,tt2126235,1
41,tt2126235,2
42,tt2126235,5
44,tt2126235,3
59,tt2126235,4
65,tt2126235,2
67,tt2126235,3
71,tt2126235,3
80,tt2126235,5
4,tt1431045,3
7,tt1431045,5
21,tt1431045,4
23,tt1431045,5
36,tt1431045,2
41,tt1431045,2
49,tt1431045,3
57,tt1431045,2
65,tt1431045,2
73,tt1431045,1
80,tt1431045,2
88,tt1431045,2
92,tt1431045,5
93,tt1431045,3
94,tt1431045,3
8,tt4573516,2
9,tt4573516,4
21,tt4573516,4
32,tt4573516,3
34,tt4573516,4
36,tt4573516,2
61,tt4573516,4
68,tt4573516,2
69,tt4573516,2
1,tt2567026,2
19,tt2567026,4
28,tt2567026,4
31,tt2567026,3
35,tt2567026,2
42,tt2567026,4
72,tt2567026,5
81,tt2567026,4
8,tt2763304,3
13,tt2763304,4
17,tt2763304,5
22,tt2763304,3
29,tt2763304,3
34,tt2763304,5
39,tt2763304,5
51,tt2763304,4
77,tt2763304,5
79,tt2763304,3
84,tt2763304,5
92,tt2763304,5
33,tt2387499,5
37,tt2387499,2
39,tt2387499,3
44,tt2387499,5
46,tt2387499,1
56,tt2387499,2
65,tt2387499,2
68,tt2387499,3
87,tt2387499,4
10,tt3501632,3
24,tt3501632,5
26,tt3501632,3
28,tt3501632,1
32,tt3501632,4
57,tt3501632,3
64,tt3501632,2
73,tt3501632,3
81,tt3501632,1
85,tt3501632,5
86,tt3501632,4
8,tt2527336,3
11,tt2527336,3
18,tt2527336,2
19,tt2527336,5
21,tt2527336,5
31,tt2527336,2
45,tt2527336,3
53,tt2527336,1
54,tt2527336,3
83,tt2527336,3
88,tt2527336,5
98,tt2527336,4
17,tt3371366,4
18,tt3371366,1
32,tt3371366,4
33,tt3371366,3
47,tt3371366,3
64,tt3371366,3
3,tt1790809,5
12,tt1790809,2
18,tt1790809,5
24,tt1790809,2
28,tt1790809,5
57,tt1790809,5
64,tt1790809,3
71,tt1790809,3
77,tt1790809,3
78,tt1790809,5
83,tt1790809,1
92,tt1790809,5
4,tt5074352,1
50,tt5074352,4
52,tt5074352,2
55,tt5074352,5
57,tt5074352,5
63,tt5074352,4
77,tt5074352,4
83,tt5074352,5
84,tt5074352,5
86,tt5074352,3
4,tt1800302,5
7,tt1800302,2
8,tt1800302,4
17,tt1800302,5
33,tt1800302,1
40,tt1800302,2
41,tt1800302,5
48,tt1800302,4
56,tt1800302,3
59,tt1800302,3
61,tt1800302,1
64,tt1800302,5
68,tt1800302,5
69,tt1800302,5
85,tt1800302,3
89,tt1800302,1
92,tt1800302,1
4,tt4682786,3
6,tt4682786,4
8,tt4682786,3
13,tt4682786,2
29,tt4682786,5
47,tt4682786,3
52,tt4682786,2
79,tt4682786,4
94,tt4682786,2
4,tt4116284,5
8,tt4116284,2
11,tt4116284,2
12,tt4116284,5
27,tt4116284,5
32,tt4116284,4
45,tt4116284,2
48,tt4116284,4
63,tt4116284,1
69,tt4116284,2
78,tt4116284,3
87,tt4116284,3
92,tt4116284,4
4,tt2072233,2
26,tt2072233,3
27,tt2072233,3
40,tt2072233,2
46,tt2072233,2
66,tt2072233,4
70,tt2072233,4
88,tt2072233,1
94,tt2072233,2
95,tt2072233,2
96,tt2072233,2
3,tt3062096,3
9,tt3062096,2
12,tt3062096,5
33,tt3062096,1
34,tt3062096,4
36,tt3062096,3
39,tt3062096,3
68,tt3062096,2
70,tt3062096,3
76,tt3062096,3
78,tt3062096,3
85,tt3062096,2
99,tt3062096,1
1,tt1619029,2
2,tt1619029,1
18,tt1619029,5
38,tt1619029,5
43,tt1619029,5
44,tt1619029,4
47,tt1619029,5
60,tt1619029,4
64,tt1619029,1
65,tt1619029,3
86,tt1619029,3
89,tt1619029,5
91,tt1619029,5
98,tt1619029,3
15,tt2582782,2
16,tt2582782,4
26,tt2582782,4
44,tt2582782,4
45,tt2582782,3
54,tt2582782,3
68,tt2582782,4
76,tt2582782,5
78,tt2582782,2
11,tt4630562,2
15,tt4630562,3
21,tt4630562,5
23,tt4630562,5
24,tt4630562,1
37,tt4630562,2
43,tt4630562,5
52,tt4630562,3
53,tt4630562,4
58,tt4630562,2
62,tt4630562,4
78,tt4630562,4
80,tt4630562,5
97,tt4630562,5
1,tt3687316,5
18,tt3687316,3
19,tt3687316,5
28,tt3687316,5
37,tt3687316,4
42,tt3687316,3
61,tt3687316,4
81,tt3687316,4
96,tt3687316,2
13,tt3110958,2
14,tt3110958,4
34,tt3110958,4
44,tt3110958,5
59,tt3110958,4
63,tt3110958,3
71,tt3110958,2
88,tt3110958,5
2,tt3498820,5
4,tt3498820,4
14,tt3498820,3
19,tt3498820,2
32,tt3498820,2
34,tt3498820,5
53,tt3498820,4
58,tt3498820,3
60,tt3498820,5
83,tt3498820,3
84,tt3498820,2
93,tt3498820,1
15,tt3640424,4
20,tt3640424,3
42,tt3640424,5
53,tt3640424,2
56,tt3640424,3
69,tt3640424,4
75,tt3640424,4
81,tt3640424,2
85,tt3640424,2
2,tt2488496,4
3,tt2488496,3
10,tt2488496,5
22,tt2488496,3
24,tt2488496,4
28,tt2488496,1
39,tt2488496,3
41,tt2488496,1
55,tt2488496,3
62,tt2488496,5
63,tt2488496,5
80,tt2488496,3
81,tt2488496,3
83,tt2488496,4
90,tt2488496,2
91,tt2488496,3
95,tt2488496,2
8,tt3896198,4
15,tt3896198,3
27,tt3896198,2
30,tt3896198,4
31,tt3896198,4
43,tt3896198,3
48,tt3896198,5
53,tt3896198,1
60,tt3896198,4
84,tt3896198,2
85,tt3896198,4
89,tt3896198,2
11,tt2250912,4
24,tt2250912,3
37,tt2250912,4
50,tt2250912,5
51,tt2250912,5
66,tt2250912,2
9,tt3263904,5
10,tt3263904,1
17,tt3263904,2
36,tt3263904,1
58,tt3263904,3
79,tt3263904,2
2,tt1211837,3
4,tt1211837,4
16,tt1211837,3
17,tt1211837,2
24,tt1211837,2
48,tt1211837,1
71,tt1211837,2
74,tt1211837,4
77,tt1211837,5
79,tt1211837,3
99,tt1211837,4
22,tt2948356,2
35,tt2948356,4
43,tt2948356,1
48,tt2948356,5
54,tt2948356,3
60,tt2948356,5
64,tt2948356,4
68,tt2948356,3
77,tt2948356,3
93,tt2948356,2
95,tt2948356,4
98,tt2948356,2
1,tt3289956,3
2,tt3289956,2
4,tt3289956,3
12,tt3289956,1
34,tt3289956,4
40,tt3289956,3
45,tt3289956,2
52,tt3289956,4
68,tt3289956,4
70,tt3289956,4
81,tt3289956,1
85,tt3289956,1
9,tt0295701,1
17,tt0295701,4
25,tt0295701,5
48,tt0295701,3
49,tt0295701,4
53,tt0295701,3
56,tt0295701,4
75,tt0295701,4
76,tt0295701,4
78,tt0295701,1
85,tt0295701,5
90,tt0295701,4
94,tt0295701,5
21,tt4154756,2
24,tt4154756,2
29,tt4154756,2
47,tt4154756,2
55,tt4154756,3
58,tt4154756,2
64,tt4154756,3
65,tt4154756,5
73,tt4154756,2
77,tt4154756,1
80,tt4154756,4
88,tt4154756,5
99,tt4154756,2
39,tt4425200,2
59,tt4425200,1
84,tt4425200,2
87,tt4425200,4
11,tt4680182,3
19,tt4680182,2
29,tt4680182,5
34,tt4680182,3
35,tt4680182,4
55,tt4680182,2
63,tt4680182,3
73,tt4680182,3
83,tt4680182,1
90,tt4680182,2
95,tt4680182,4
98,tt4680182,4
2,tt2267998,1
6,tt2267998,1
10,tt2267998,5
12,tt2267998,3
19,tt2267998,1
27,tt2267998,5
28,tt2267998,4
40,tt2267998,2
41,tt2267998,4
46,tt2267998,3
56,tt2267998,2
60,tt2267998,5
61,tt2267998,4
63,tt2267998,5
64,tt2267998,4
66,tt2267998,5
72,tt2267998,2
77,tt2267998,3
87,tt2267998,2
88,tt2267998,5
94,tt2267998,4
28,tt1781058,3
29,tt1781058,1
39,tt1781058,4
45,tt1781058,2
52,tt1781058,4
65,tt1781058,5
66,tt1781058,5
69,tt1781058,2
78,tt1781058,1
84,tt1781058,3
94,tt1781058,3
10,tt3040964,2
13,tt3040964,5
41,tt3040964,4
54,tt3040964,3
74,tt3040964,5
79,tt3040964,5
91,tt3040964,2
12,tt2582802,2
28,tt2582802,1
32,tt2582802,2
33,tt2582802,2
54,tt2582802,2
55,tt2582802,2
56,tt2582802,3
75,tt2582802,5
80,tt2582802,3
97,tt2582802,4
3,tt2975590,2
20,tt2975590,2
27,tt2975590,2
46,tt2975590,5
50,tt2975590,5
56,tt2975590,5
69,tt2975590,2
78,tt2975590,1
82,tt2975590,3
5,tt1648190,5
38,tt1648190,4
75,tt1648190,5
87,tt1648190,4
7,tt1700841,1
12,tt1700841,4
22,tt1700841,5
33,tt1700841,1
43,tt1700841,2
44,tt1700841,5
55,tt1700841,2
61,tt1700841,5
66,tt1700841,3
75,tt1700841,5
78,tt1700841,2
80,tt1700841,4
84,tt1700841,2
19,tt4624424,5
24,tt4624424,5
27,tt4624424,5
30,tt4624424,4
32,tt4624424,4
42,tt4624424,1
55,tt4624424,1
65,tt4624424,2
77,tt4624424,3
89,tt4624424,5
7,tt3774114,4
17,tt3774114,2
23,tt3774114,2
24,tt3774114,4
30,tt3774114,4
35,tt3774114,3
43,tt3774114,2
44,tt3774114,5
58,tt3774114,4
60,tt3774114,5
63,tt3774114,3
72,tt3774114,5
93,tt3774114,2
96,tt3774114,4
1,tt0451279,2
16,tt0451279,2
17,tt0451279,2
18,tt0451279,4
23,tt0451279,4
28,tt0451279,5
32,tt0451279,4
35,tt0451279,4
38,tt0451279,4
45,tt0451279,1
81,tt0451279,2
5,tt2005151,2
16,tt2005151,3
33,tt2005151,2
37,tt2005151,5
43,tt2005151,4
44,tt2005151,3
86,tt2005151,4
89,tt2005151,1
90,tt2005151,5
14,tt4160708,4
17,tt4160708,5
19,tt4160708,2
29,tt4160708,4
38,tt4160708,5
42,tt4160708,2
47,tt4160708,3
50,tt4160708,3
64,tt4160708,4
68,tt4160708,5
72,tt4160708,4
74,tt4160708,2
79,tt4160708,2
86,tt4160708,3
97,tt4160708,3
1,tt3553976,4
3,tt3553976,4
8,tt3553976,4
59,tt3553976,2
77,tt3553976,4
78,tt3553976,5
79,tt3553976,5
80,tt3553976,1
91,tt3553976,5
11,tt5013056,4
18,tt5013056,2
42,tt5013056,2
49,tt5013056,2
50,tt5013056,2
86,tt5013056,4
88,tt5013056,4
89,tt5013056,4
91,tt5013056,2
1,tt2547584,5
5,tt2547584,5
13,tt2547584,3
22,tt2547584,4
35,tt2547584,2
38,tt2547584,3
49,tt2547584,1
52,tt2547584,3
54,tt2547584,5
55,tt2547584,2
71,tt2547584,5
77,tt2547584,3
88,tt2547584,2
3,tt3297382,4
4,tt3297382,5
18,tt3297382,5
19,tt3297382,2
27,tt3297382,5
29,tt3297382,5
36,tt3297382,2
46,tt3297382,1
50,tt3297382,2
56,tt3297382,4
65,tt3297382,2
67,tt3297382,4
69,tt3297382,5
90,tt3297382,4
16,tt3385516,2
28,tt3385516,3
32,tt3385516,2
33,tt3385516,4
55,tt3385516,5
61,tt3385516,4
72,tt3385516,4
84,tt3385516,5
94,tt3385516,2
95,tt3385516,1
19,tt0816692,2
24,tt0816692,3
29,tt0816692,2
35,tt0816692,2
36,tt0816692,2
37,tt0816692,4
54,tt0816692,2
57,tt0816692,5
64,tt0816692,5
80,tt0816692,5
85,tt0816692,4
89,tt0816692,2
95,tt0816692,3
8,tt1179933,3
18,tt1179933,4
35,tt1179933,3
58,tt1179933,5
60,tt1179933,1
69,tt1179933,3
84,tt1179933,5
1,tt0117951,4
10,tt0117951,5
13,tt0117951,1
14,tt0117951,4
22,tt0117951,4
50,tt0117951,4
55,tt0117951,2
56,tt0117951,4
67,tt0117951,3
69,tt0117951,1
72,tt0117951,5
74,tt0117951,3
76,tt0117951,5
79,tt0117951,3
86,tt0117951,5
90,tt0117951,3
91,tt0117951,5
12,tt3460252,5
33,tt3460252,3
39,tt3460252,5
40,tt3460252,5
46,tt3460252,2
54,tt3460252,2
78,tt3460252,1
81,tt3460252,1
2,tt3606752,2
10,tt3606752,1
33,tt3606752,2
36,tt3606752,5
54,tt3606752,5
67,tt3606752,3
70,tt3606752,4
71,tt3606752,4
73,tt3606752,3
79,tt3606752,1
82,tt3606752,3
83,tt3606752,5
84,tt3606752,2
97,tt3606752,3
99,tt3606752,1
7,tt2283362,5
18,tt2283362,3
21,tt2283362,5
30,tt2283362,2
37,tt2283362,1
40,tt2283362,1
63,tt2283362,4
68,tt2283362,4
74,tt2283362,4
99,tt2283362,2
4,tt2322441,5
8,tt2322441,4
9,tt2322441,1
11,tt2322441,2
38,tt2322441,3
52,tt2322441,3
57,tt2322441,1
65,tt2322441,5
68,tt2322441,4
71,tt2322441,5
78,tt2322441,4
81,tt2322441,2
88,tt2322441,4
25,tt4196776,3
55,tt4196776,4
65,tt4196776,3
69,tt4196776,4
77,tt4196776,5
79,tt4196776,3
97,tt4196776,4
16,tt0498381,1
17,tt0498381,2
18,tt0498381,4
34,tt0498381,4
50,tt0498381,1
51,tt0498381,2
61,tt0498381,2
68,tt0498381,4
84,tt0498381,4
87,tt0498381,2
12,tt1469304,4
24,tt1469304,2
35,tt1469304,5
36,tt1469304,5
38,tt1469304,5
50,tt1469304,3
61,tt1469304,1
88,tt1469304,2
91,tt1469304,5
92,tt1469304,5
12,tt4902904,1
18,tt4902904,5
19,tt4902904,4
26,tt4902904,2
34,tt4902904,2
41,tt4902904,3
43,tt4902904,3
48,tt4902904,3
55,tt4902904,1
63,tt4902904,3
64,tt4902904,5
80,tt4902904,4
87,tt4902904,5
97,tt4902904,2
99,tt4902904,5
18,tt0468569,4
25,tt0468569,3
31,tt0468569,3
44,tt0468569,4
51,tt0468569,3
54,tt0468569,3
55,tt0468569,3
57,tt0468569,2
63,tt0468569,1
70,tt0468569,4
81,tt0468569,4
3,tt0111161,4
8,tt0111161,5
10,tt0111161,5
15,tt0111161,5
32,tt0111161,1
33,tt0111161,2
42,tt0111161,2
46,tt0111161,1
61,tt0111161,4
80,tt0111161,4
88,tt0111161,3
90,tt0111161,4
99,tt0111161,3
22,tt2660888,4
24,tt2660888,2
42,tt2660888,5
54,tt2660888,5
58,tt2660888,5
69,tt2660888,2
72,tt2660888,5
92,tt2660888,3
7,tt0241527,1
21,tt0241527,3
26,tt0241527,2
28,tt0241527,5
35,tt0241527,3
36,tt0241527,5
78,tt0241527,4
98,tt0241527,1
99,tt0241527,5
5,tt4520364,3
11,tt4520364,4
13,tt4520364,4
20,tt4520364,3
27,tt4520364,1
48,tt4520364,5
54,tt4520364,2
71,tt4520364,2
73,tt4520364,3
74,tt4520364,5
94,tt4520364,1
8,tt3799694,5
36,tt3799694,2
39,tt3799694,2
41,tt3799694,4
45,tt3799694,3
48,tt3799694,3
50,tt3799694,1
51,tt3799694,5
66,tt3799694,3
67,tt3799694,3
69,tt3799694,4
79,tt3799694,2
92,tt3799694,2
98,tt3799694,4
1,tt2381991,4
3,tt2381991,5
19,tt2381991,5
23,tt2381991,3
29,tt2381991,4
30,tt2381991,5
65,tt2381991,3
66,tt2381991,5
2,tt4651520,4
8,tt4651520,4
14,tt4651520,1
19,tt4651520,5
40,tt4651520,4
53,tt4651520,3
55,tt4651520,4
58,tt4651520,2
93,tt4651520,2
13,tt1392190,1
20,tt1392190,3
37,tt1392190,4
38,tt1392190,2
45,tt1392190,3
48,tt1392190,4
49,tt1392190,3
65,tt1392190,2
77,tt1392190,5
83,tt1392190,5
85,tt1392190,1
91,tt1392190,3
92,tt1392190,1
95,tt1392190,4
3,tt3235888,1
5,tt3235888,3
9,tt3235888,5
23,tt3235888,4
28,tt3235888,2
30,tt3235888,2
33,tt3235888,4
36,tt3235888,3
45,tt3235888,4
48,tt3235888,2
73,tt3235888,2
74,tt3235888,5
77,tt3235888,2
84,tt3235888,2
95,tt3235888,5
99,tt3235888,3
4,tt3322892,5
21,tt3322892,5
23,tt3322892,1
29,tt3322892,1
31,tt3322892,2
36,tt3322892,4
37,tt3322892,4
63,tt3322892,2
72,tt3322892,5
82,tt3322892,4
91,tt3322892,5
8,tt2911666,4
18,tt2911666,2
20,tt2911666,3
52,tt2911666,1
79,tt2911666,3
94,tt2911666,4
7,tt1856101,4
21,tt1856101,1
27,tt1856101,2
28,tt1856101,3
39,tt1856101,5
42,tt1856101,3
56,tt1856101,3
62,tt1856101,1
74,tt1856101,2
97,tt1856101,3
21,tt2461150,1
25,tt2461150,5
31,tt2461150,5
34,tt2461150,1
42,tt2461150,4
50,tt2461150,2
63,tt2461150,5
70,tt2461150,5
82,tt2461150,1
95,tt2461150,3
6,tt1663202,5
16,tt1663202,3
18,tt1663202,4
22,tt1663202,5
35,tt1663202,4
38,tt1663202,3
73,tt1663202,3
80,tt1663202,5
89,tt1663202,5
20,tt0407887,4
21,tt0407887,3
24,tt0407887,3
40,tt0407887,1
57,tt0407887,2
61,tt0407887,5
65,tt0407887,5
78,tt0407887,4
88,tt0407887,5
92,tt0407887,1
96,tt0407887,4
1,tt2597768,4
8,tt2597768,3
47,tt2597768,1
60,tt2597768,2
79,tt2597768,4
92,tt2597768,2
16,tt2674426,3
19,tt2674426,5
26,tt2674426,4
34,tt2674426,2
52,tt2674426,1
62,tt2674426,2
70,tt2674426,4
71,tt2674426,4
72,tt2674426,3
86,tt2674426,3
91,tt2674426,3
96,tt2674426,1
5,tt0993846,1
9,tt0993846,3
19,tt0993846,1
32,tt0993846,2
33,tt0993846,3
39,tt0993846,5
40,tt0993846,3
49,tt0993846,5
51,tt0993846,2
53,tt0993846,1
67,tt0993846,2
69,tt0993846,4
87,tt0993846,1
10,tt3716530,3
13,tt3716530,1
38,tt3716530,2
45,tt3716530,1
55,tt3716530,5
65,tt3716530,2
75,tt3716530,2
81,tt3716530,5
85,tt3716530,2
86,tt3716530,1
95,tt3716530,2
97,tt3716530,2
25,tt3544112,4
39,tt3544112,4
47,tt3544112,3
58,tt3544112,1
67,tt3544112,3
77,tt3544112,5
89,tt3544112,5
90,tt3544112,5
1,tt1375666,3
9,tt1375666,4
23,tt1375666,3
29,tt1375666,5
30,tt1375666,2
32,tt1375666,4
66,tt1375666,5
72,tt1375666,1
78,tt1375666,4
79,tt1375666,5
80,tt1375666,4
88,tt1375666,2
93,tt1375666,4
95,tt1375666,4
8,tt4172430,5
15,tt4172430,5
16,tt4172430,3
24,tt4172430,5
26,tt4172430,4
34,tt4172430,1
43,tt4172430,4
50,tt4172430,1
57,tt4172430,2
60,tt4172430,2
75,tt4172430,4
20,tt1774591,5
27,tt1774591,2
28,tt1774591,5
35,tt1774591,3
37,tt1774591,5
38,tt1774591,2
42,tt1774591,3
54,tt1774591,5
55,tt1774591,3
69,tt1774591,3
80,tt1774591,3
86,tt1774591,2
87,tt1774591,1
88,tt1774591,5
92,tt1774591,2
8,tt2015381,1
16,tt2015381,5
27,tt2015381,3
32,tt2015381,3
33,tt2015381,5
60,tt2015381,5
68,tt2015381,1
7,tt1355631,2
11,tt1355631,4
17,tt1355631,5
25,tt1355631,5
38,tt1355631,1
65,tt1355631,1
67,tt1355631,4
78,tt1355631,4
83,tt1355631,5
90,tt1355631,1
7,tt3026488,1
20,tt3026488,2
23,tt3026488,3
34,tt3026488,1
35,tt3026488,2
46,tt3026488,2
52,tt3026488,2
55,tt3026488,2
58,tt3026488,1
62,tt3026488,4
68,tt3026488,3
76,tt3026488,2
99,tt3026488,1
5,tt1472584,4
11,tt1472584,4
33,tt1472584,2
42,tt1472584,2
45,tt1472584,5
56,tt1472584,5
74,tt1472584,5
79,tt1472584,5
81,tt1472584,2
83,tt1472584,4
88,tt1472584,3
92,tt1472584,2
93,tt1472584,3
97,tt1472584,4
98,tt1472584,2
12,tt2062700,4
15,tt2062700,2
18,tt2062700,3
22,tt2062700,2
39,tt2062700,3
40,tt2062700,5
64,tt2062700,5
87,tt2062700,4
89,tt2062700,4
98,tt2062700,3
2,tt1330018,4
11,tt1330018,1
12,tt1330018,3
13,tt1330018,3
29,tt1330018,2
40,tt1330018,2
42,tt1330018,5
43,tt1330018,4
45,tt1330018,5
46,tt1330018,4
47,tt1330018,5
72,tt1330018,3
91,tt1330018,4
14,tt4302938,2
16,tt4302938,4
20,tt4302938,2
26,tt4302938,4
28,tt4302938,3
56,tt4302938,4
58,tt4302938,3
69,tt4302938,2
72,tt4302938,5
76,tt4302938,4
83,tt4302938,3
95,tt4302938,5
99,tt4302938,5
7,tt3606888,4
33,tt3606888,3
44,tt3606888,5
49,tt3606888,1
70,tt3606888,4
83,tt3606888,3
84,tt3606888,1
86,tt3606888,2
88,tt3606888,5
97,tt3606888,1
1,tt0076759,5
6,tt0076759,3
10,tt0076759,2
15,tt0076759,4
35,tt0076759,1
41,tt0076759,5
47,tt0076759,3
57,tt0076759,3
63,tt0076759,2
64,tt0076759,4
78,tt0076759,5
81,tt0076759,2
82,tt0076759,3
92,tt0076759,1
97,tt0076759,2
6,tt1596363,5
7,tt1596363,2
18,tt1596363,5
51,tt1596363,5
62,tt1596363,4
69,tt1596363,4
77,tt1596363,3
88,tt1596363,2
93,tt1596363,2
7,tt3731562,4
24,tt3731562,2
31,tt3731562,1
35,tt3731562,2
38,tt3731562,3
58,tt3731562,5
59,tt3731562,2
67,tt3731562,3
70,tt3731562,3
72,tt3731562,3
75,tt3731562,2
82,tt3731562,3
88,tt3731562,4
89,tt3731562,3
90,tt3731562,4
94,tt3731562,4
29,tt3305308,5
35,tt3305308,3
42,tt3305308,4
48,tt3305308,1
56,tt3305308,2
60,tt3305308,4
69,tt3305308,3
87,tt3305308,2
94,tt3305308,2
18,tt1570728,4
37,tt1570728,1
41,tt1570728,4
47,tt1570728,1
76,tt1570728,1
1,tt3976144,2
4,tt3976144,3
8,tt3976144,3
15,tt3976144,5
17,tt3976144,5
26,tt3976144,5
28,tt3976144,5
33,tt3976144,4
34,tt3976144,2
51,tt3976144,1
76,tt3976144,4
80,tt3976144,2
84,tt3976144,3
6,tt1509767,5
7,tt1509767,5
12,tt1509767,3
24,tt1509767,3
28,tt1509767,2
41,tt1509767,5
50,tt1509767,5
58,tt1509767,3
62,tt1509767,5
71,tt1509767,1
74,tt1509767,2
77,tt1509767,2
84,tt1509767,2
90,tt1509767,2
5,tt1974419,3
8,tt1974419,5
14,tt1974419,2
18,tt1974419,2
23,tt1974419,4
